"SITECODE","SYEAR","PLOTPID","CELLID","FEATURE"
"T01",1999,462,3,"X"
"T01",1999,462,4,"X"
"T01",1999,462,5,"X"
"T01",1999,462,6,"X"
"T01",1999,462,7,"X"
"T01",1999,462,8,"X"
"T01",1999,462,9,"X"
"T01",1999,462,10,"X"
"T01",1999,603,1,"X"
"T01",1999,603,2,"X"
"T01",1999,603,3,"X"
"T01",1999,603,4,"X"
"T01",1999,603,5,"X"
"T01",1999,603,6,"X"
"T01",1999,603,7,"X"
"T01",1999,603,8,"X"
"T01",1999,603,9,"X"
"T01",1999,603,10,"X"
"T01",1999,606,1,"X"
"T01",1999,606,2,"X"
"T01",1999,606,3,"X"
"T01",1999,606,4,"X"
"T01",1999,606,5,"X"
"T01",1999,606,6,"X"
"T01",1999,606,7,"X"
"T01",1999,606,8,"X"
"T01",1999,606,9,"X"
"T01",1999,606,10,"X"
"T01",1999,135,1,"X"
"T01",1999,135,2,"X"
"T01",1999,135,3,"X"
"T01",1999,135,4,"X"
"T01",1999,135,5,"X"
"T01",1999,135,6,"X"
"T01",1999,135,7,"X"
"T01",1999,135,8,"X"
"T01",1999,135,9,"X"
"T01",1999,135,10,"X"
"T01",1999,169,1,"X"
"T01",1999,169,2,"X"
"T01",1999,169,3,"X"
"T01",1999,169,4,"X"
"T01",1999,169,5,"X"
"T01",1999,169,6,"X"
"T02",1999,396,1,"X"
"T02",1999,396,2,"X"
"T01",1999,607,1,"X"
"T01",1999,607,2,"X"
"T01",1999,607,3,"X"
"T01",1999,607,4,"X"
"T01",1999,607,5,"X"
"T01",1999,607,6,"X"
"T01",1999,607,7,"X"
"T01",1999,607,8,"X"
"T01",1999,607,9,"X"
"T01",1999,607,10,"X"
"T01",1999,629,1,"X"
"T01",1999,629,2,"X"
"T01",1999,629,3,"X"
"T01",1999,629,4,"X"
"T01",1999,629,5,"X"
"T01",1999,629,6,"X"
"T01",1999,629,7,"X"
"T01",1999,629,8,"X"
"T01",1999,629,9,"X"
"T01",1999,629,10,"X"
"T01",1999,745,1,"X"
"T01",1999,745,2,"X"
"T01",1999,745,3,"X"
"T01",1999,745,4,"X"
"T01",1999,745,5,"X"
"T01",1999,745,6,"X"
"T01",1999,745,7,"X"
"T01",1999,745,8,"X"
"T01",1999,745,9,"X"
"T01",1999,745,10,"X"
"T01",1999,746,1,"X"
"T01",1999,746,2,"X"
"T01",1999,746,3,"X"
"T01",1999,746,4,"X"
"T01",1999,746,5,"X"
"T01",1999,746,6,"X"
"T01",1999,746,7,"X"
"T01",1999,746,8,"X"
"T01",1999,746,9,"X"
"T01",1999,746,10,"X"
"T01",1999,169,7,"X"
"T01",1999,169,8,"X"
"T01",1999,169,9,"X"
"T01",1999,169,10,"X"
"T01",1999,393,1,"X"
"T01",1999,393,2,"X"
"T01",1999,393,3,"X"
"T01",1999,393,4,"X"
"T01",1999,393,5,"X"
"T01",1999,393,6,"X"
"T01",1999,393,7,"X"
"T01",1999,393,8,"X"
"T01",1999,393,9,"X"
"T01",1999,393,10,"X"
"T01",1999,394,1,"X"
"T01",1999,394,2,"X"
"T01",1999,394,3,"X"
"T01",1999,394,4,"X"
"T01",1999,394,5,"X"
"T01",1999,394,6,"X"
"T01",1999,394,7,"X"
"T01",1999,394,8,"X"
"T02",1999,424,3,"X"
"T02",1999,424,4,"X"
"T02",1999,424,5,"X"
"T02",1999,424,6,"X"
"T02",1999,424,7,"X"
"T02",1999,424,8,"X"
"T02",1999,424,9,"X"
"T02",1999,424,10,"X"
"T02",1999,428,1,"X"
"T02",1999,428,2,"X"
"T02",1999,428,3,"X"
"T02",1999,428,4,"X"
"T02",1999,428,5,"X"
"T02",1999,428,6,"X"
"T02",1999,428,7,"X"
"T02",1999,428,8,"X"
"T02",1999,428,9,"X"
"T02",1999,428,10,"X"
"T02",1999,434,1,"X"
"T02",1999,434,2,"X"
"T02",1999,434,3,"X"
"T02",1999,434,4,"X"
"T02",1999,434,5,"X"
"T02",1999,434,6,"X"
"T02",1999,434,7,"X"
"T02",1999,434,8,"X"
"T02",1999,434,9,"X"
"T02",1999,434,10,"X"
"T02",1999,435,1,"X"
"T02",1999,435,2,"X"
"T02",1999,435,3,"X"
"T02",1999,435,4,"X"
"T02",1999,435,5,"X"
"T02",1999,435,6,"X"
"T02",1999,435,7,"X"
"T02",1999,435,8,"X"
"T02",1999,435,9,"X"
"T02",1999,435,10,"X"
"T02",1999,436,1,"X"
"T02",1999,436,2,"X"
"T02",1999,436,3,"X"
"T02",1999,436,4,"X"
"T02",1999,436,5,"X"
"T02",1999,436,6,"X"
"T02",1999,436,7,"X"
"T02",1999,436,8,"X"
"T02",1999,436,9,"X"
"T02",1999,436,10,"X"
"T02",1999,437,1,"X"
"T02",1999,437,2,"X"
"T02",1999,437,3,"X"
"T02",1999,437,4,"X"
"T02",1999,437,5,"X"
"T02",1999,437,6,"X"
"T02",1999,384,1,"X"
"T02",1999,384,2,"X"
"T02",1999,384,3,"X"
"T02",1999,384,4,"X"
"T02",1999,384,5,"X"
"T02",1999,384,6,"X"
"T02",1999,384,7,"X"
"T02",1999,384,8,"X"
"T02",1999,384,9,"X"
"T02",1999,384,10,"X"
"T02",1999,438,7,"X"
"T02",1999,438,8,"X"
"T02",1999,438,9,"X"
"T02",1999,438,10,"X"
"T02",1999,439,1,"X"
"T02",1999,439,2,"X"
"T02",1999,439,3,"X"
"T02",1999,439,4,"X"
"T02",1999,439,5,"X"
"T02",1999,439,6,"X"
"T02",1999,439,7,"X"
"T02",1999,439,8,"X"
"T02",1999,439,9,"X"
"T02",1999,439,10,"X"
"T02",1999,440,1,"X"
"T02",1999,440,2,"X"
"T02",1999,440,3,"X"
"T02",1999,440,4,"X"
"T02",1999,440,5,"X"
"T02",1999,440,6,"X"
"T02",1999,440,7,"X"
"T02",1999,440,8,"X"
"T02",1999,440,9,"X"
"T02",1999,440,10,"X"
"T02",1999,441,1,"X"
"T02",1999,441,2,"X"
"T02",1999,441,3,"X"
"T02",1999,441,4,"X"
"T02",1999,441,5,"X"
"T02",1999,441,6,"X"
"T02",1999,441,7,"X"
"T02",1999,441,8,"X"
"T02",1999,441,9,"X"
"T02",1999,441,10,"X"
"T02",1999,442,1,"X"
"T02",1999,442,2,"X"
"T02",1999,442,3,"X"
"T02",1999,442,4,"X"
"T02",1999,442,5,"X"
"T02",1999,442,6,"X"
"T02",1999,442,7,"X"
"T02",1999,442,8,"X"
"T02",1999,442,9,"X"
"T02",1999,442,10,"X"
"T02",1999,443,1,"X"
"T02",1999,443,2,"X"
"T02",1999,443,3,"X"
"T02",1999,443,4,"X"
"T02",1999,443,5,"X"
"T02",1999,443,6,"X"
"T02",1999,443,7,"X"
"T02",1999,443,8,"X"
"T02",1999,443,9,"X"
"T02",1999,443,10,"X"
"T02",1999,396,3,"X"
"T02",1999,396,4,"X"
"T02",1999,396,5,"X"
"T02",1999,396,6,"X"
"T02",1999,396,7,"X"
"T02",1999,396,8,"X"
"T02",1999,396,9,"X"
"T02",1999,396,10,"X"
"T02",1999,424,1,"X"
"T02",1999,424,2,"X"
"T03",1999,198,3,"X"
"T03",1999,198,4,"X"
"T03",1999,198,5,"X"
"T03",1999,198,6,"X"
"T03",1999,198,7,"X"
"T03",1999,198,8,"X"
"T03",1999,198,9,"X"
"T03",1999,198,10,"X"
"T03",1999,203,1,"X"
"T03",1999,203,2,"X"
"T03",1999,203,3,"X"
"T03",1999,203,4,"X"
"T03",1999,203,5,"X"
"T03",1999,203,6,"X"
"T03",1999,203,7,"X"
"T03",1999,203,8,"X"
"T03",1999,203,9,"X"
"T03",1999,203,10,"X"
"T03",1999,204,1,"X"
"T03",1999,204,2,"X"
"T03",1999,204,3,"X"
"T03",1999,204,4,"X"
"T03",1999,204,5,"X"
"T03",1999,204,6,"X"
"T03",1999,204,7,"X"
"T03",1999,204,8,"X"
"T03",1999,204,9,"X"
"T03",1999,204,10,"X"
"T03",1999,31,1,"X"
"T03",1999,31,2,"X"
"T03",1999,31,3,"X"
"T03",1999,31,4,"X"
"T03",1999,31,5,"X"
"T03",1999,31,6,"X"
"T03",1999,31,7,"X"
"T03",1999,31,8,"X"
"T03",1999,31,9,"X"
"T03",1999,31,10,"X"
"T03",1999,52,1,"X"
"T03",1999,52,2,"X"
"T03",1999,52,3,"X"
"T03",1999,52,4,"X"
"T03",1999,52,5,"X"
"T03",1999,52,6,"X"
"T03",1999,52,7,"X"
"T03",1999,52,8,"X"
"T03",1999,52,9,"X"
"T03",1999,52,10,"X"
"T03",1999,57,1,"X"
"T03",1999,57,2,"X"
"T03",1999,57,3,"X"
"T03",1999,57,4,"X"
"T03",1999,57,5,"X"
"T03",1999,57,6,"X"
"T02",1999,437,7,"X"
"T02",1999,437,8,"X"
"T02",1999,437,9,"X"
"T02",1999,437,10,"P"
"T02",1999,438,1,"X"
"T02",1999,438,2,"X"
"T02",1999,438,3,"X"
"T02",1999,438,4,"X"
"T02",1999,438,5,"X"
"T02",1999,438,6,"X"
"T03",1999,271,7,"X"
"T03",1999,271,8,"X"
"T03",1999,271,9,"X"
"T03",1999,271,10,"X"
"T03",1999,274,1,"X"
"T03",1999,274,2,"X"
"T03",1999,274,3,"X"
"T03",1999,274,4,"X"
"T03",1999,274,5,"X"
"T03",1999,274,6,"X"
"T03",1999,274,7,"X"
"T03",1999,274,8,"X"
"T03",1999,274,9,"X"
"T03",1999,274,10,"X"
"T03",1999,277,1,"X"
"T03",1999,277,2,"X"
"T03",1999,277,3,"X"
"T03",1999,277,4,"X"
"T03",1999,277,5,"X"
"T03",1999,277,6,"X"
"T03",1999,277,7,"X"
"T03",1999,277,8,"X"
"T03",1999,277,9,"X"
"T03",1999,277,10,"X"
"T03",1999,281,1,"X"
"T03",1999,281,2,"X"
"T03",1999,281,3,"X"
"T03",1999,281,4,"X"
"T03",1999,57,7,"X"
"T03",1999,57,8,"X"
"T03",1999,57,9,"X"
"T03",1999,57,10,"X"
"T03",1999,74,1,"X"
"T03",1999,74,2,"X"
"T03",1999,74,3,"X"
"T03",1999,74,4,"X"
"T03",1999,74,5,"X"
"T03",1999,74,6,"X"
"T03",1999,74,7,"X"
"T03",1999,74,8,"X"
"T03",1999,74,9,"X"
"T03",1999,74,10,"X"
"T03",1999,75,1,"X"
"T03",1999,75,2,"X"
"T03",1999,75,3,"X"
"T03",1999,75,4,"X"
"T03",1999,75,5,"X"
"T03",1999,75,6,"X"
"T03",1999,75,7,"X"
"T03",1999,75,8,"X"
"T03",1999,75,9,"X"
"T03",1999,75,10,"X"
"T03",1999,179,1,"X"
"T03",1999,179,2,"X"
"T03",1999,179,3,"X"
"T03",1999,179,4,"X"
"T03",1999,179,5,"X"
"T03",1999,179,6,"X"
"T03",1999,179,7,"X"
"T03",1999,179,8,"X"
"T03",1999,179,9,"X"
"T03",1999,179,10,"X"
"T03",1999,198,1,"X"
"T03",1999,198,2,"X"
"T03",1999,331,9,"X"
"T03",1999,331,10,"X"
"T03",1999,333,1,"X"
"T03",1999,333,2,"X"
"T03",1999,333,3,"X"
"T03",1999,333,4,"X"
"T03",1999,333,5,"X"
"T03",1999,333,6,"X"
"T03",1999,333,7,"X"
"T03",1999,333,8,"X"
"T03",1999,333,9,"X"
"T03",1999,333,10,"X"
"T03",1999,351,1,"X"
"T03",1999,351,2,"X"
"T03",1999,351,3,"X"
"T03",1999,351,4,"X"
"T03",1999,351,5,"X"
"T03",1999,351,6,"X"
"T03",1999,351,7,"X"
"T03",1999,351,8,"X"
"T03",1999,351,9,"X"
"T03",1999,351,10,"X"
"T03",1999,353,1,"X"
"T03",1999,353,2,"X"
"T03",1999,353,3,"X"
"T03",1999,353,4,"X"
"T03",1999,353,5,"X"
"T03",1999,353,6,"X"
"T03",1999,237,1,"X"
"T03",1999,237,2,"X"
"T03",1999,237,3,"X"
"T03",1999,237,4,"X"
"T03",1999,237,5,"X"
"T03",1999,237,6,"X"
"T03",1999,237,7,"X"
"T03",1999,237,8,"X"
"T03",1999,237,9,"X"
"T03",1999,237,10,"X"
"T03",1999,239,1,"X"
"T03",1999,239,2,"X"
"T03",1999,239,3,"X"
"T03",1999,239,4,"X"
"T03",1999,239,5,"X"
"T03",1999,239,6,"X"
"T03",1999,239,7,"X"
"T03",1999,239,8,"X"
"T03",1999,239,9,"X"
"T03",1999,239,10,"X"
"T03",1999,243,1,"X"
"T03",1999,243,2,"X"
"T03",1999,243,3,"X"
"T03",1999,243,4,"X"
"T03",1999,243,5,"X"
"T03",1999,243,6,"X"
"T03",1999,243,7,"X"
"T03",1999,243,8,"X"
"T03",1999,243,9,"X"
"T03",1999,243,10,"X"
"T03",1999,271,1,"X"
"T03",1999,271,2,"X"
"T03",1999,271,3,"X"
"T03",1999,271,4,"X"
"T03",1999,271,5,"X"
"T03",1999,271,6,"X"
"T04",1999,16,5,"X"
"T04",1999,16,6,"X"
"T04",1999,16,7,"X"
"T04",1999,16,8,"X"
"T04",1999,16,9,"X"
"T04",1999,16,10,"X"
"T04",1999,19,1,"X"
"T04",1999,19,2,"X"
"T04",1999,19,3,"X"
"T04",1999,19,4,"X"
"T04",1999,19,5,"X"
"T04",1999,19,6,"X"
"T04",1999,19,7,"X"
"T04",1999,19,8,"X"
"T03",1999,353,7,"X"
"T03",1999,353,8,"X"
"T03",1999,353,9,"X"
"T03",1999,353,10,"X"
"T03",1999,370,1,"X"
"T03",1999,370,2,"X"
"T03",1999,370,3,"X"
"T03",1999,370,4,"X"
"T03",1999,370,5,"X"
"T03",1999,370,6,"X"
"T03",1999,370,7,"X"
"T03",1999,370,8,"X"
"T03",1999,370,9,"X"
"T03",1999,370,10,"X"
"T03",1999,281,5,"X"
"T03",1999,281,6,"X"
"T03",1999,281,7,"X"
"T03",1999,281,8,"X"
"T03",1999,281,9,"X"
"T03",1999,281,10,"X"
"T03",1999,294,1,"X"
"T03",1999,294,2,"X"
"T03",1999,294,3,"X"
"T03",1999,294,4,"X"
"T03",1999,294,5,"X"
"T03",1999,294,6,"X"
"T03",1999,294,7,"X"
"T03",1999,294,8,"X"
"T03",1999,294,9,"X"
"T03",1999,294,10,"X"
"T03",1999,311,1,"B"
"T03",1999,311,1,"D"
"T03",1999,311,2,"X"
"T03",1999,311,3,"D"
"T03",1999,311,4,"B"
"T03",1999,311,4,"D"
"T03",1999,311,5,"X"
"T03",1999,311,6,"X"
"T03",1999,311,7,"X"
"T03",1999,311,8,"X"
"T03",1999,311,9,"D"
"T03",1999,311,10,"X"
"T03",1999,331,1,"X"
"T03",1999,331,2,"X"
"T03",1999,331,3,"X"
"T03",1999,331,4,"X"
"T03",1999,331,5,"X"
"T03",1999,331,6,"X"
"T03",1999,331,7,"X"
"T03",1999,331,8,"X"
"T04",1999,78,3,"X"
"T04",1999,78,4,"X"
"T04",1999,78,5,"X"
"T04",1999,78,6,"X"
"T04",1999,78,7,"X"
"T04",1999,78,8,"X"
"T04",1999,78,9,"X"
"T04",1999,78,10,"X"
"T04",1999,138,1,"X"
"T04",1999,138,2,"X"
"T04",1999,138,3,"X"
"T04",1999,138,4,"X"
"T04",1999,138,5,"X"
"T04",1999,138,6,"X"
"T04",1999,138,7,"X"
"T04",1999,138,8,"X"
"T04",1999,138,9,"X"
"T04",1999,138,10,"X"
"T04",1999,164,1,"X"
"T04",1999,164,2,"X"
"T04",1999,164,3,"X"
"T04",1999,164,4,"X"
"T04",1999,164,5,"X"
"T04",1999,164,6,"X"
"T04",1999,164,7,"X"
"T04",1999,164,8,"X"
"T04",1999,164,9,"X"
"T04",1999,164,10,"X"
"T04",1999,184,1,"X"
"T04",1999,184,2,"X"
"T04",1999,1,1,"X"
"T04",1999,1,2,"X"
"T04",1999,1,3,"X"
"T04",1999,1,4,"X"
"T04",1999,1,5,"X"
"T04",1999,1,6,"X"
"T04",1999,1,7,"X"
"T04",1999,1,8,"X"
"T04",1999,1,9,"X"
"T04",1999,1,10,"X"
"T04",1999,2,1,"X"
"T04",1999,2,2,"X"
"T04",1999,2,3,"X"
"T04",1999,2,4,"X"
"T04",1999,2,5,"X"
"T04",1999,2,6,"X"
"T04",1999,2,7,"X"
"T04",1999,2,8,"X"
"T04",1999,2,9,"X"
"T04",1999,2,10,"X"
"T04",1999,13,1,"X"
"T04",1999,13,2,"X"
"T04",1999,13,3,"X"
"T04",1999,13,4,"X"
"T04",1999,13,5,"X"
"T04",1999,13,6,"X"
"T04",1999,13,7,"X"
"T04",1999,13,8,"X"
"T04",1999,13,9,"X"
"T04",1999,13,10,"X"
"T04",1999,16,1,"X"
"T04",1999,16,2,"X"
"T04",1999,16,3,"X"
"T04",1999,16,4,"X"
"T04",1999,247,7,"X"
"T04",1999,247,8,"X"
"T04",1999,247,9,"X"
"T04",1999,247,10,"X"
"T04",1999,251,1,"X"
"T04",1999,251,2,"X"
"T04",1999,251,3,"X"
"T04",1999,251,4,"X"
"T04",1999,251,5,"X"
"T04",1999,251,6,"X"
"T04",1999,251,7,"X"
"T04",1999,251,8,"X"
"T04",1999,251,9,"X"
"T04",1999,251,10,"X"
"T04",1999,254,1,"X"
"T04",1999,254,2,"X"
"T04",1999,254,3,"X"
"T04",1999,254,4,"X"
"T04",1999,254,5,"X"
"T04",1999,254,6,"X"
"T04",1999,254,7,"X"
"T04",1999,254,8,"X"
"T04",1999,254,9,"X"
"T04",1999,254,10,"X"
"T04",1999,307,1,"X"
"T04",1999,307,2,"X"
"T04",1999,307,3,"X"
"T04",1999,307,4,"X"
"T04",1999,307,5,"X"
"T04",1999,307,6,"X"
"T04",1999,19,9,"X"
"T04",1999,19,10,"X"
"T04",1999,21,1,"X"
"T04",1999,21,2,"X"
"T04",1999,21,3,"X"
"T04",1999,21,4,"X"
"T04",1999,21,5,"X"
"T04",1999,21,6,"X"
"T04",1999,21,7,"X"
"T04",1999,21,8,"X"
"T04",1999,21,9,"X"
"T04",1999,21,10,"X"
"T04",1999,61,1,"X"
"T04",1999,61,2,"X"
"T04",1999,61,3,"X"
"T04",1999,61,4,"X"
"T04",1999,61,5,"S"
"T04",1999,61,6,"X"
"T04",1999,61,7,"X"
"T04",1999,61,8,"X"
"T04",1999,61,9,"X"
"T04",1999,61,10,"X"
"T04",1999,71,1,"X"
"T04",1999,71,2,"X"
"T04",1999,71,3,"X"
"T04",1999,71,4,"X"
"T04",1999,71,5,"X"
"T04",1999,71,6,"X"
"T04",1999,71,7,"X"
"T04",1999,71,8,"X"
"T04",1999,71,9,"X"
"T04",1999,71,10,"X"
"T04",1999,78,1,"X"
"T04",1999,78,2,"X"
"T04",1999,371,1,"X"
"T04",1999,371,2,"X"
"T04",1999,371,3,"X"
"T04",1999,371,4,"X"
"T04",1999,371,5,"X"
"T04",1999,371,6,"X"
"T04",1999,371,7,"X"
"T04",1999,371,8,"X"
"T04",1999,371,9,"X"
"T04",1999,371,10,"X"
"T04",1999,372,1,"X"
"T04",1999,372,2,"X"
"T04",1999,372,3,"X"
"T04",1999,372,4,"X"
"T04",1999,372,5,"X"
"T04",1999,372,6,"X"
"T04",1999,372,7,"X"
"T04",1999,372,8,"X"
"T04",1999,372,9,"X"
"T04",1999,372,10,"X"
"T04",1999,390,1,"X"
"T04",1999,390,2,"X"
"T04",1999,390,3,"X"
"T04",1999,390,4,"X"
"T04",1999,390,5,"X"
"T04",1999,390,6,"X"
"T04",1999,390,7,"X"
"T04",1999,390,8,"X"
"T04",1999,390,9,"X"
"T04",1999,390,10,"X"
"T04",1999,184,3,"X"
"T04",1999,184,4,"X"
"T04",1999,184,5,"X"
"T04",1999,184,6,"X"
"T04",1999,184,7,"X"
"T04",1999,184,8,"X"
"T04",1999,184,9,"X"
"T04",1999,184,10,"X"
"T04",1999,206,1,"X"
"T04",1999,206,2,"X"
"T04",1999,206,3,"X"
"T04",1999,206,4,"X"
"T04",1999,206,5,"X"
"T04",1999,206,6,"X"
"T04",1999,206,7,"X"
"T04",1999,206,8,"X"
"T04",1999,206,9,"X"
"T04",1999,206,10,"X"
"T04",1999,226,1,"X"
"T04",1999,226,2,"X"
"T04",1999,226,3,"X"
"T04",1999,226,4,"X"
"T04",1999,226,5,"X"
"T04",1999,226,6,"X"
"T04",1999,226,7,"X"
"T04",1999,226,8,"X"
"T04",1999,226,9,"X"
"T04",1999,226,10,"X"
"T04",1999,247,1,"X"
"T04",1999,247,2,"X"
"T04",1999,247,3,"X"
"T04",1999,247,4,"X"
"T04",1999,247,5,"X"
"T04",1999,247,6,"X"
"T04",1999,404,5,"X"
"T04",1999,404,6,"X"
"T04",1999,404,7,"X"
"T04",1999,404,8,"X"
"T04",1999,404,9,"X"
"T04",1999,404,10,"X"
"T04",1999,411,1,"X"
"T04",1999,411,2,"X"
"T04",1999,411,3,"X"
"T04",1999,411,4,"X"
"T04",1999,411,5,"X"
"T04",1999,411,6,"X"
"T04",1999,411,7,"X"
"T04",1999,411,8,"X"
"T04",1999,411,9,"X"
"T04",1999,411,10,"X"
"T04",1999,419,1,"X"
"T04",1999,419,2,"X"
"T04",1999,419,3,"X"
"T04",1999,419,4,"X"
"T04",1999,419,5,"X"
"T04",1999,419,6,"X"
"T04",1999,419,7,"X"
"T04",1999,419,8,"X"
"T04",1999,419,9,"X"
"T04",1999,419,10,"X"
"T04",1999,428,1,"X"
"T04",1999,428,2,"X"
"T04",1999,428,3,"X"
"T04",1999,428,4,"X"
"T04",1999,307,7,"X"
"T04",1999,307,8,"X"
"T04",1999,307,9,"X"
"T04",1999,307,10,"X"
"T04",1999,310,1,"X"
"T04",1999,310,2,"X"
"T04",1999,310,3,"X"
"T04",1999,310,4,"X"
"T04",1999,310,5,"X"
"T04",1999,310,6,"X"
"T04",1999,310,7,"X"
"T04",1999,310,8,"X"
"T04",1999,310,9,"X"
"T04",1999,310,10,"X"
"T04",1999,326,1,"X"
"T04",1999,326,2,"X"
"T04",1999,326,3,"X"
"T04",1999,326,4,"X"
"T04",1999,326,5,"X"
"T04",1999,326,6,"X"
"T04",1999,326,7,"X"
"T04",1999,326,8,"X"
"T04",1999,326,9,"X"
"T04",1999,326,10,"X"
"T04",1999,348,1,"X"
"T04",1999,348,2,"X"
"T04",1999,348,3,"X"
"T04",1999,348,4,"X"
"T04",1999,348,5,"X"
"T04",1999,348,6,"X"
"T04",1999,348,7,"X"
"T04",1999,348,8,"X"
"T04",1999,348,9,"X"
"T04",1999,348,10,"X"
"T04",1999,449,9,"X"
"T04",1999,449,10,"X"
"T04",1999,450,1,"X"
"T04",1999,450,2,"X"
"T04",1999,450,3,"X"
"T04",1999,450,4,"X"
"T04",1999,450,5,"X"
"T04",1999,450,6,"X"
"T04",1999,450,7,"X"
"T04",1999,450,8,"X"
"T04",1999,450,9,"X"
"T04",1999,450,10,"X"
"T04",1999,454,1,"X"
"T04",1999,454,2,"X"
"T04",1999,454,3,"X"
"T04",1999,454,4,"X"
"T04",1999,454,5,"X"
"T04",1999,454,6,"X"
"T04",1999,454,7,"X"
"T04",1999,454,8,"X"
"T04",1999,454,9,"X"
"T04",1999,454,10,"X"
"T04",1999,500,1,"X"
"T04",1999,500,2,"X"
"T04",1999,500,3,"X"
"T04",1999,500,4,"S"
"T04",1999,500,5,"X"
"T04",1999,500,6,"X"
"T04",1999,500,7,"X"
"T04",1999,500,8,"X"
"T04",1999,396,1,"X"
"T04",1999,396,2,"X"
"T04",1999,396,3,"X"
"T04",1999,396,4,"X"
"T04",1999,396,5,"X"
"T04",1999,396,6,"X"
"T04",1999,396,7,"X"
"T04",1999,396,8,"X"
"T04",1999,396,9,"X"
"T04",1999,396,10,"X"
"T04",1999,399,1,"X"
"T04",1999,399,2,"X"
"T04",1999,399,3,"X"
"T04",1999,399,4,"X"
"T04",1999,399,5,"X"
"T04",1999,399,6,"X"
"T04",1999,399,7,"X"
"T04",1999,399,8,"X"
"T04",1999,399,9,"X"
"T04",1999,399,10,"X"
"T04",1999,402,1,"X"
"T04",1999,402,2,"X"
"T04",1999,402,3,"X"
"T04",1999,402,4,"X"
"T04",1999,402,5,"X"
"T04",1999,402,6,"X"
"T04",1999,402,7,"X"
"T04",1999,402,8,"X"
"T04",1999,402,9,"X"
"T04",1999,402,10,"X"
"T04",1999,404,1,"X"
"T04",1999,404,2,"X"
"T04",1999,404,3,"X"
"T04",1999,404,4,"X"
"T04",1999,507,3,"X"
"T04",1999,507,4,"X"
"T04",1999,507,5,"X"
"T04",1999,507,6,"X"
"T04",1999,507,7,"X"
"T04",1999,507,8,"X"
"T04",1999,507,9,"X"
"T04",1999,507,10,"X"
"T04",1999,509,1,"X"
"T04",1999,509,2,"X"
"T04",1999,509,3,"X"
"T04",1999,509,4,"X"
"T04",1999,509,5,"X"
"T04",1999,509,6,"X"
"T04",1999,509,7,"X"
"T04",1999,509,8,"X"
"T04",1999,509,9,"X"
"T04",1999,509,10,"X"
"T04",1999,611,1,"X"
"T04",1999,611,2,"X"
"T04",1999,611,3,"X"
"T04",1999,611,4,"X"
"T04",1999,611,5,"X"
"T04",1999,611,6,"X"
"T04",1999,611,7,"X"
"T04",1999,611,8,"X"
"T04",1999,611,9,"X"
"T04",1999,611,10,"X"
"T04",1999,800,1,"X"
"T04",1999,800,2,"X"
"T04",1999,428,5,"X"
"T04",1999,428,6,"X"
"T04",1999,428,7,"X"
"T04",1999,428,8,"X"
"T04",1999,428,9,"X"
"T04",1999,428,10,"X"
"T04",1999,429,1,"X"
"T04",1999,429,2,"X"
"T04",1999,429,3,"X"
"T04",1999,429,4,"X"
"T04",1999,429,5,"X"
"T04",1999,429,6,"X"
"T04",1999,429,7,"X"
"T04",1999,429,8,"X"
"T04",1999,429,9,"X"
"T04",1999,429,10,"X"
"T04",1999,444,1,"X"
"T04",1999,444,2,"X"
"T04",1999,444,3,"X"
"T04",1999,444,4,"X"
"T04",1999,444,5,"X"
"T04",1999,444,6,"X"
"T04",1999,444,7,"X"
"T04",1999,444,8,"X"
"T04",1999,444,9,"X"
"T04",1999,444,10,"X"
"T04",1999,449,1,"X"
"T04",1999,449,2,"X"
"T04",1999,449,3,"X"
"T04",1999,449,4,"X"
"T04",1999,449,5,"X"
"T04",1999,449,6,"X"
"T04",1999,449,7,"X"
"T04",1999,449,8,"X"
"T07",1999,6,7,"X"
"T07",1999,6,8,"X"
"T07",1999,6,9,"X"
"T07",1999,6,10,"X"
"T07",1999,30,1,"X"
"T07",1999,30,2,"X"
"T07",1999,30,3,"X"
"T07",1999,30,4,"X"
"T07",1999,30,5,"X"
"T07",1999,30,6,"X"
"T07",1999,30,7,"X"
"T07",1999,30,8,"X"
"T04",1999,800,3,"X"
"T04",1999,800,4,"X"
"T04",1999,800,5,"X"
"T04",1999,800,6,"X"
"T04",1999,800,7,"X"
"T04",1999,800,8,"X"
"T04",1999,800,9,"X"
"T04",1999,800,10,"X"
"T04",1999,801,1,"X"
"T04",1999,801,2,"X"
"T04",1999,801,3,"X"
"T04",1999,801,4,"X"
"T04",1999,801,5,"X"
"T04",1999,801,6,"X"
"T04",1999,801,7,"X"
"T04",1999,801,8,"X"
"T04",1999,801,9,"X"
"T04",1999,801,10,"X"
"T04",1999,500,9,"S"
"T04",1999,500,10,"X"
"T04",1999,501,1,"X"
"T04",1999,501,2,"X"
"T04",1999,501,3,"X"
"T04",1999,501,4,"X"
"T04",1999,501,5,"X"
"T04",1999,501,6,"X"
"T04",1999,501,7,"X"
"T04",1999,501,8,"X"
"T04",1999,501,9,"X"
"T04",1999,501,10,"X"
"T04",1999,502,1,"X"
"T04",1999,502,2,"X"
"T04",1999,502,3,"X"
"T04",1999,502,4,"X"
"T04",1999,502,5,"X"
"T04",1999,502,6,"X"
"T04",1999,502,7,"X"
"T04",1999,502,8,"X"
"T04",1999,502,9,"X"
"T04",1999,502,10,"X"
"T04",1999,505,1,"X"
"T04",1999,505,2,"X"
"T04",1999,505,3,"X"
