"SITECODE","SYEAR","PLOTPID","CELLID","FEATURE"
"T09",1996,436,1,"X"
"T09",1996,436,2,"X"
"T09",1996,436,3,"X"
"T09",1996,436,4,"X"
"T09",1996,423,7,"X"
"T09",1996,423,8,"X"
"T09",1996,423,9,"X"
"T09",1996,423,10,"X"
"T09",1996,424,1,"X"
"T09",1996,424,2,"X"
"T09",1996,424,3,"X"
"T09",1996,424,4,"X"
"T09",1996,424,5,"X"
"T09",1996,424,6,"X"
"T09",1996,424,7,"X"
"T09",1996,424,8,"X"
"T09",1996,424,9,"X"
"T09",1996,424,10,"X"
"T09",1996,425,1,"X"
"T09",1996,425,2,"X"
"T09",1996,425,3,"X"
"T09",1996,425,4,"X"
"T09",1996,425,5,"X"
"T09",1996,425,6,"X"
"T09",1996,425,7,"X"
"T09",1996,425,8,"X"
"T09",1996,425,9,"X"
"T09",1996,425,10,"X"
"T09",1996,426,1,"X"
"T09",1996,426,2,"X"
"T09",1996,426,3,"X"
"T09",1996,426,4,"X"
"T09",1996,426,5,"X"
"T09",1996,426,6,"X"
"T09",1996,426,7,"X"
"T09",1996,426,8,"X"
"T09",1996,426,9,"X"
"T09",1996,426,10,"X"
"T09",1996,427,1,"X"
"T09",1996,427,2,"X"
"T09",1996,427,3,"X"
"T09",1996,427,4,"X"
"T09",1996,427,5,"X"
"T09",1996,427,6,"X"
"T09",1996,427,7,"X"
"T09",1996,427,8,"X"
"T09",1996,427,9,"X"
"T09",1996,427,10,"X"
"T09",1996,428,1,"X"
"T09",1996,428,2,"D"
"T09",1996,428,3,"X"
"T09",1996,428,4,"X"
"T09",1996,428,5,"X"
"T09",1996,428,6,"X"
"T09",1996,428,7,"X"
"T09",1996,428,8,"X"
"T09",1996,428,9,"X"
"T09",1996,428,10,"X"
"T09",1996,429,1,"X"
"T09",1996,429,2,"X"
"T09",1996,429,3,"X"
"T09",1996,429,4,"X"
"T09",1996,429,5,"X"
"T09",1996,429,6,"X"
"T09",1996,429,7,"X"
"T09",1996,429,8,"X"
"T09",1996,429,9,"X"
"T09",1996,429,10,"X"
"T09",1996,417,3,"X"
"T09",1996,417,4,"X"
"T09",1996,417,5,"X"
"T09",1996,417,6,"X"
"T09",1996,417,7,"X"
"T09",1996,417,8,"X"
"T09",1996,417,9,"X"
"T09",1996,417,10,"X"
"T09",1996,418,1,"X"
"T09",1996,418,2,"X"
"T09",1996,418,3,"X"
"T09",1996,418,4,"X"
"T09",1996,418,5,"X"
"T09",1996,418,6,"X"
"T09",1996,418,7,"X"
"T09",1996,418,8,"X"
"T09",1996,418,9,"X"
"T09",1996,418,10,"X"
"T09",1996,419,1,"X"
"T09",1996,419,2,"X"
"T09",1996,419,3,"X"
"T09",1996,419,4,"X"
"T09",1996,419,5,"X"
"T09",1996,419,6,"X"
"T09",1996,419,7,"X"
"T09",1996,419,8,"X"
"T09",1996,419,9,"X"
"T09",1996,419,10,"X"
"T09",1996,420,1,"X"
"T09",1996,420,2,"X"
"T09",1996,420,3,"X"
"T09",1996,420,4,"X"
"T09",1996,420,5,"X"
"T09",1996,420,6,"X"
"T09",1996,420,7,"X"
"T09",1996,420,8,"X"
"T09",1996,420,9,"X"
"T09",1996,420,10,"X"
"T09",1996,421,1,"X"
"T09",1996,421,2,"X"
"T09",1996,421,3,"X"
"T09",1996,421,4,"X"
"T09",1996,421,5,"X"
"T09",1996,421,6,"X"
"T09",1996,421,7,"X"
"T09",1996,421,8,"X"
"T09",1996,421,9,"X"
"T09",1996,421,10,"X"
"T09",1996,422,1,"X"
"T09",1996,422,2,"X"
"T09",1996,422,3,"X"
"T09",1996,422,4,"X"
"T09",1996,422,5,"X"
"T09",1996,422,6,"X"
"T09",1996,422,7,"X"
"T09",1996,422,8,"X"
"T09",1996,422,9,"X"
"T09",1996,422,10,"D"
"T09",1996,423,1,"X"
"T09",1996,423,2,"X"
"T09",1996,423,3,"X"
"T09",1996,423,4,"X"
"T09",1996,423,5,"X"
"T09",1996,423,6,"X"
"T09",1996,410,9,"X"
"T09",1996,410,10,"X"
"T09",1996,411,1,"X"
"T09",1996,411,2,"X"
"T09",1996,411,3,"X"
"T09",1996,411,4,"X"
"T09",1996,411,5,"X"
"T09",1996,411,6,"X"
"T09",1996,411,7,"X"
"T09",1996,411,8,"X"
"T09",1996,411,9,"X"
"T09",1996,411,10,"X"
"T09",1996,412,1,"X"
"T09",1996,412,2,"X"
"T09",1996,412,3,"X"
"T09",1996,412,4,"X"
"T09",1996,412,5,"X"
"T09",1996,412,6,"X"
"T09",1996,412,7,"X"
"T09",1996,412,8,"X"
"T09",1996,412,9,"X"
"T09",1996,412,10,"X"
"T09",1996,413,1,"X"
"T09",1996,413,2,"X"
"T09",1996,413,3,"X"
"T09",1996,413,4,"X"
"T09",1996,413,5,"X"
"T09",1996,413,6,"X"
"T09",1996,413,7,"X"
"T09",1996,413,8,"X"
"T09",1996,413,9,"X"
"T09",1996,413,10,"X"
"T09",1996,414,1,"X"
"T09",1996,414,2,"D"
"T09",1996,414,3,"D"
"T09",1996,414,4,"X"
"T09",1996,414,5,"X"
"T09",1996,414,6,"X"
"T09",1996,414,7,"X"
"T09",1996,414,8,"X"
"T09",1996,414,9,"X"
"T09",1996,414,10,"X"
"T09",1996,415,1,"X"
"T09",1996,415,2,"X"
"T09",1996,415,3,"X"
"T09",1996,415,4,"X"
"T09",1996,415,5,"X"
"T09",1996,415,6,"X"
"T09",1996,415,7,"X"
"T09",1996,415,8,"D"
"T09",1996,415,9,"X"
"T09",1996,415,10,"X"
"T09",1996,416,1,"X"
"T09",1996,416,2,"X"
"T09",1996,416,3,"X"
"T09",1996,416,4,"X"
"T09",1996,416,5,"X"
"T09",1996,416,6,"D"
"T09",1996,416,7,"X"
"T09",1996,416,8,"X"
"T09",1996,416,9,"X"
"T09",1996,416,10,"X"
"T09",1996,417,1,"X"
"T09",1996,417,2,"X"
"T09",1996,404,5,"X"
"T09",1996,404,6,"X"
"T09",1996,404,7,"X"
"T09",1996,404,8,"X"
"T09",1996,404,9,"X"
"T09",1996,404,10,"X"
"T09",1996,405,1,"X"
"T09",1996,405,2,"X"
"T09",1996,405,3,"X"
"T09",1996,405,4,"X"
"T09",1996,405,5,"X"
"T09",1996,405,6,"X"
"T09",1996,405,7,"X"
"T09",1996,405,8,"X"
"T09",1996,405,9,"X"
"T09",1996,405,10,"X"
"T09",1996,406,1,"X"
"T09",1996,406,2,"X"
"T09",1996,406,3,"X"
"T09",1996,406,4,"X"
"T09",1996,406,5,"X"
"T09",1996,406,6,"X"
"T09",1996,406,7,"X"
"T09",1996,406,8,"X"
"T09",1996,406,9,"X"
"T09",1996,406,10,"X"
"T09",1996,407,1,"X"
"T09",1996,407,2,"X"
"T09",1996,407,3,"X"
"T09",1996,407,4,"X"
"T09",1996,407,5,"X"
"T09",1996,407,6,"X"
"T09",1996,407,7,"X"
"T09",1996,407,8,"X"
"T09",1996,407,9,"X"
"T09",1996,407,10,"X"
"T09",1996,408,1,"X"
"T09",1996,408,2,"X"
"T09",1996,408,3,"X"
"T09",1996,408,4,"X"
"T09",1996,408,5,"X"
"T09",1996,408,6,"X"
"T09",1996,408,7,"X"
"T09",1996,408,8,"X"
"T09",1996,408,9,"X"
"T09",1996,408,10,"X"
"T09",1996,409,1,"X"
"T09",1996,409,2,"X"
"T09",1996,409,3,"X"
"T09",1996,409,4,"X"
"T09",1996,409,5,"X"
"T09",1996,409,6,"X"
"T09",1996,409,7,"X"
"T09",1996,409,8,"X"
"T09",1996,409,9,"X"
"T09",1996,409,10,"X"
"T09",1996,410,1,"X"
"T09",1996,410,2,"X"
"T09",1996,410,3,"X"
"T09",1996,410,4,"X"
"T09",1996,410,5,"X"
"T09",1996,410,6,"X"
"T09",1996,410,7,"X"
"T09",1996,410,8,"X"
"T09",1996,401,1,"X"
"T09",1996,401,2,"X"
"T09",1996,401,3,"X"
"T09",1996,401,4,"X"
"T09",1996,401,5,"X"
"T09",1996,401,6,"X"
"T09",1996,401,7,"X"
"T09",1996,401,8,"X"
"T09",1996,401,9,"X"
"T09",1996,401,10,"X"
"T09",1996,402,1,"X"
"T09",1996,402,2,"X"
"T09",1996,402,3,"X"
"T09",1996,402,4,"X"
"T09",1996,402,5,"X"
"T09",1996,402,6,"X"
"T09",1996,402,7,"X"
"T09",1996,402,8,"X"
"T09",1996,402,9,"X"
"T09",1996,402,10,"X"
"T09",1996,403,1,"X"
"T09",1996,403,2,"X"
"T09",1996,403,3,"X"
"T09",1996,403,4,"X"
"T09",1996,403,5,"X"
"T09",1996,403,6,"X"
"T09",1996,403,7,"X"
"T09",1996,403,8,"X"
"T09",1996,403,9,"X"
"T09",1996,403,10,"X"
"T09",1996,404,1,"X"
"T09",1996,404,2,"X"
"T09",1996,404,3,"X"
"T09",1996,404,4,"X"
"T08",1996,416,3,"X"
"T08",1996,416,4,"X"
"T08",1996,416,5,"X"
"T08",1996,416,6,"X"
"T08",1996,416,7,"X"
"T08",1996,416,8,"X"
"T08",1996,416,9,"X"
"T08",1996,416,10,"X"
"T08",1996,421,1,"X"
"T08",1996,421,2,"X"
"T08",1996,421,3,"X"
"T08",1996,421,4,"X"
"T08",1996,421,5,"X"
"T08",1996,421,6,"X"
"T08",1996,421,7,"X"
"T08",1996,421,8,"X"
"T08",1996,421,9,"X"
"T08",1996,421,10,"X"
"T08",1996,168,9,"X"
"T08",1996,168,10,"X"
"T08",1996,173,1,"X"
"T08",1996,173,2,"X"
"T08",1996,173,3,"X"
"T08",1996,173,4,"X"
"T08",1996,173,5,"X"
"T08",1996,173,6,"X"
"T08",1996,173,7,"X"
"T08",1996,173,8,"X"
"T08",1996,173,9,"X"
"T08",1996,173,10,"X"
"T08",1996,194,1,"X"
"T08",1996,194,2,"X"
"T08",1996,194,3,"X"
"T08",1996,194,4,"X"
"T08",1996,194,5,"X"
"T08",1996,194,6,"X"
"T08",1996,194,7,"X"
"T08",1996,194,8,"X"
"T08",1996,194,9,"X"
"T08",1996,194,10,"X"
"T08",1996,218,1,"X"
"T08",1996,218,2,"X"
"T08",1996,218,3,"X"
"T08",1996,218,4,"X"
"T08",1996,218,5,"P"
"T08",1996,218,6,"X"
"T08",1996,218,7,"X"
"T08",1996,218,8,"P"
"T08",1996,218,9,"X"
"T08",1996,218,10,"X"
"T08",1996,239,1,"X"
"T08",1996,239,2,"X"
"T08",1996,239,3,"X"
"T08",1996,239,4,"X"
"T08",1996,239,5,"X"
"T08",1996,239,6,"X"
"T08",1996,239,7,"X"
"T08",1996,239,8,"P"
"T08",1996,239,9,"X"
"T08",1996,239,10,"X"
"T08",1996,327,1,"X"
"T08",1996,327,2,"X"
"T08",1996,327,3,"X"
"T08",1996,327,4,"X"
"T08",1996,327,5,"X"
"T08",1996,327,6,"X"
"T08",1996,327,7,"X"
"T08",1996,327,8,"X"
"T08",1996,327,9,"X"
"T08",1996,327,10,"X"
"T08",1996,370,1,"X"
"T08",1996,370,2,"X"
"T08",1996,370,3,"X"
"T08",1996,370,4,"X"
"T08",1996,370,5,"X"
"T08",1996,370,6,"X"
"T08",1996,370,7,"P"
"T08",1996,370,8,"X"
"T08",1996,370,9,"X"
"T08",1996,370,10,"X"
"T08",1996,416,1,"X"
"T08",1996,416,2,"X"
"T08",1996,32,1,"X"
"T08",1996,32,2,"X"
"T08",1996,32,3,"X"
"T08",1996,32,4,"X"
"T08",1996,32,5,"X"
"T08",1996,32,6,"X"
"T08",1996,32,7,"X"
"T08",1996,32,8,"X"
"T08",1996,32,9,"X"
"T08",1996,32,10,"X"
"T08",1996,61,1,"X"
"T08",1996,61,2,"P"
"T08",1996,61,3,"X"
"T08",1996,61,4,"P"
"T08",1996,61,5,"X"
"T08",1996,61,6,"X"
"T08",1996,61,7,"X"
"T08",1996,61,8,"X"
"T08",1996,61,9,"X"
"T08",1996,61,10,"X"
"T08",1996,72,1,"X"
"T08",1996,72,2,"X"
"T08",1996,72,3,"X"
"T08",1996,72,4,"X"
"T08",1996,72,5,"X"
"T08",1996,72,6,"X"
"T08",1996,72,7,"X"
"T08",1996,72,8,"X"
"T08",1996,72,9,"X"
"T08",1996,72,10,"X"
"T08",1996,104,1,"X"
"T08",1996,104,2,"X"
"T08",1996,104,3,"X"
"T08",1996,104,4,"X"
"T08",1996,104,5,"X"
"T08",1996,104,6,"X"
"T08",1996,104,7,"X"
"T08",1996,104,8,"X"
"T08",1996,104,9,"X"
"T08",1996,104,10,"X"
"T08",1996,168,1,"X"
"T08",1996,168,2,"X"
"T08",1996,168,3,"X"
"T08",1996,168,4,"X"
"T08",1996,168,5,"X"
"T08",1996,168,6,"X"
"T08",1996,168,7,"X"
"T08",1996,168,8,"X"
"T07",1996,320,5,"X"
"T07",1996,320,6,"X"
"T07",1996,320,7,"X"
"T07",1996,320,8,"X"
"T07",1996,320,9,"X"
"T07",1996,320,10,"X"
"T07",1996,436,1,"X"
"T07",1996,436,2,"X"
"T07",1996,436,3,"X"
"T07",1996,436,4,"X"
"T07",1996,436,5,"X"
"T07",1996,436,6,"X"
"T07",1996,436,7,"X"
"T07",1996,436,8,"X"
"T07",1996,436,9,"X"
"T07",1996,436,10,"X"
"T07",1996,451,1,"B"
"T07",1996,451,2,"B"
"T07",1996,451,3,"B"
"T07",1996,451,4,"B"
"T07",1996,451,5,"B"
"T07",1996,451,6,"B"
"T07",1996,451,7,"B"
"T07",1996,451,8,"B"
"T07",1996,451,9,"B"
"T07",1996,451,10,"B"
"T07",1996,156,1,"X"
"T07",1996,156,2,"X"
"T07",1996,156,3,"X"
"T07",1996,156,4,"X"
"T07",1996,156,5,"X"
"T07",1996,156,6,"X"
"T07",1996,156,7,"X"
"T07",1996,156,8,"X"
"T07",1996,156,9,"X"
"T07",1996,156,10,"X"
"T07",1996,272,1,"X"
"T07",1996,272,2,"X"
"T07",1996,272,3,"X"
"T07",1996,272,4,"X"
"T07",1996,272,5,"X"
"T07",1996,272,6,"X"
"T07",1996,272,7,"X"
"T07",1996,272,8,"X"
"T07",1996,272,9,"X"
"T07",1996,272,10,"X"
"T07",1996,277,1,"X"
"T07",1996,277,2,"X"
"T07",1996,277,3,"X"
"T07",1996,277,4,"X"
"T07",1996,277,5,"X"
"T07",1996,277,6,"X"
"T07",1996,277,7,"X"
"T07",1996,277,8,"X"
"T07",1996,277,9,"X"
"T07",1996,277,10,"X"
"T07",1996,278,1,"X"
"T07",1996,278,2,"X"
"T07",1996,278,3,"X"
"T07",1996,278,4,"X"
"T07",1996,278,5,"X"
"T07",1996,278,6,"X"
"T07",1996,278,7,"X"
"T07",1996,278,8,"X"
"T07",1996,278,9,"X"
"T07",1996,278,10,"X"
"T07",1996,305,1,"X"
"T07",1996,305,2,"X"
"T07",1996,305,3,"X"
"T07",1996,305,4,"X"
"T07",1996,305,5,"X"
"T07",1996,305,6,"X"
"T07",1996,305,7,"X"
"T07",1996,305,8,"X"
"T07",1996,305,9,"X"
"T07",1996,305,10,"X"
"T07",1996,308,1,"X"
"T07",1996,308,2,"X"
"T07",1996,308,3,"X"
"T07",1996,308,4,"X"
"T07",1996,308,5,"X"
"T07",1996,308,6,"X"
"T07",1996,308,7,"X"
"T07",1996,308,8,"X"
"T07",1996,308,9,"X"
"T07",1996,308,10,"X"
"T07",1996,320,1,"X"
"T07",1996,320,2,"X"
"T07",1996,320,3,"X"
"T07",1996,320,4,"X"
"T07",1996,6,7,"X"
"T07",1996,6,8,"X"
"T07",1996,6,9,"X"
"T07",1996,6,10,"X"
"T07",1996,30,1,"X"
"T07",1996,30,2,"X"
"T07",1996,30,3,"X"
"T07",1996,30,4,"X"
"T07",1996,30,5,"X"
"T07",1996,30,6,"X"
"T07",1996,30,7,"X"
"T07",1996,30,8,"X"
"T07",1996,30,9,"P"
"T07",1996,30,10,"X"
"T07",1996,47,1,"X"
"T07",1996,47,2,"X"
"T07",1996,47,3,"X"
"T07",1996,47,4,"X"
"T07",1996,47,5,"X"
"T07",1996,47,6,"X"
"T07",1996,47,7,"X"
"T07",1996,47,8,"X"
"T07",1996,47,9,"X"
"T07",1996,47,10,"X"
"T07",1996,59,1,"X"
"T07",1996,59,2,"X"
"T07",1996,59,3,"X"
"T07",1996,59,4,"X"
"T07",1996,59,5,"X"
"T07",1996,59,6,"X"
"T07",1996,59,7,"X"
"T07",1996,59,8,"X"
"T07",1996,59,9,"X"
"T07",1996,59,10,"X"
"T07",1996,102,1,"X"
"T07",1996,102,2,"X"
"T07",1996,102,3,"X"
"T07",1996,102,4,"X"
"T07",1996,102,5,"X"
"T07",1996,102,6,"X"
"T07",1996,102,7,"X"
"T07",1996,102,8,"X"
"T07",1996,102,9,"X"
"T07",1996,102,10,"X"
"T07",1996,151,1,"X"
"T07",1996,151,2,"X"
"T07",1996,151,3,"X"
"T07",1996,151,4,"X"
"T07",1996,151,5,"X"
"T07",1996,151,6,"X"
"T07",1996,151,7,"X"
"T07",1996,151,8,"X"
"T07",1996,151,9,"X"
"T07",1996,151,10,"X"
"T07",1996,152,1,"X"
"T07",1996,152,2,"X"
"T07",1996,152,3,"X"
"T07",1996,152,4,"X"
"T07",1996,152,5,"X"
"T07",1996,152,6,"X"
"T07",1996,152,7,"X"
"T07",1996,152,8,"X"
"T07",1996,152,9,"X"
"T07",1996,152,10,"X"
"T05",1996,334,3,"X"
"T05",1996,334,4,"X"
"T05",1996,334,5,"X"
"T05",1996,334,6,"X"
"T05",1996,334,7,"X"
"T05",1996,334,8,"X"
"T05",1996,334,9,"X"
"T05",1996,334,10,"X"
"T05",1996,336,1,"X"
"T05",1996,336,2,"X"
"T05",1996,336,3,"X"
"T05",1996,336,4,"X"
"T05",1996,336,5,"X"
"T05",1996,336,6,"X"
"T05",1996,336,7,"X"
"T05",1996,336,8,"X"
"T05",1996,336,9,"X"
"T05",1996,336,10,"X"
"T05",1996,343,1,"X"
"T05",1996,343,2,"X"
"T05",1996,343,3,"X"
"T05",1996,343,4,"X"
"T05",1996,343,5,"X"
"T05",1996,343,6,"X"
"T05",1996,343,7,"X"
"T05",1996,343,8,"X"
"T05",1996,343,9,"X"
"T05",1996,343,10,"X"
"T05",1996,344,1,"X"
"T05",1996,344,2,"X"
"T05",1996,344,3,"X"
"T05",1996,344,4,"X"
"T05",1996,344,5,"X"
"T05",1996,344,6,"X"
"T05",1996,344,7,"X"
"T05",1996,344,8,"X"
"T05",1996,344,9,"X"
"T05",1996,344,10,"X"
"T07",1996,1,1,"X"
"T07",1996,1,2,"X"
"T07",1996,1,3,"X"
"T07",1996,1,4,"X"
"T07",1996,1,5,"X"
"T07",1996,1,6,"X"
"T07",1996,1,7,"X"
"T07",1996,1,8,"X"
"T07",1996,1,9,"X"
"T07",1996,1,10,"X"
"T07",1996,2,1,"X"
"T07",1996,2,2,"X"
"T07",1996,2,3,"X"
"T07",1996,2,4,"X"
"T07",1996,2,5,"X"
"T07",1996,2,6,"X"
"T07",1996,2,7,"X"
"T07",1996,2,8,"X"
"T07",1996,2,9,"X"
"T07",1996,2,10,"X"
"T07",1996,6,1,"X"
"T07",1996,6,2,"X"
"T07",1996,6,3,"X"
"T07",1996,6,4,"X"
"T07",1996,6,5,"X"
"T07",1996,6,6,"X"
"T05",1996,256,9,"X"
"T05",1996,256,10,"X"
"T05",1996,272,1,"X"
"T05",1996,272,2,"X"
"T05",1996,272,3,"X"
"T05",1996,272,4,"X"
"T05",1996,272,5,"X"
"T05",1996,272,6,"X"
"T05",1996,272,7,"X"
"T05",1996,272,8,"X"
"T05",1996,272,9,"X"
"T05",1996,272,10,"X"
"T05",1996,289,1,"X"
"T05",1996,289,2,"X"
"T05",1996,289,3,"X"
"T05",1996,289,4,"X"
"T05",1996,289,5,"X"
"T05",1996,289,6,"X"
"T05",1996,289,7,"X"
"T05",1996,289,8,"X"
"T05",1996,289,9,"X"
"T05",1996,289,10,"X"
"T05",1996,318,1,"X"
"T05",1996,318,2,"X"
"T05",1996,318,3,"X"
"T05",1996,318,4,"X"
"T05",1996,318,5,"X"
"T05",1996,318,6,"X"
"T05",1996,318,7,"X"
"T05",1996,318,8,"X"
"T05",1996,318,9,"X"
"T05",1996,318,10,"P"
"T05",1996,323,1,"X"
"T05",1996,323,2,"X"
"T05",1996,323,3,"X"
"T05",1996,323,4,"X"
"T05",1996,323,5,"X"
"T05",1996,323,6,"X"
"T05",1996,323,7,"X"
"T05",1996,323,8,"X"
"T05",1996,323,9,"X"
"T05",1996,323,10,"X"
"T05",1996,329,1,"X"
"T05",1996,329,2,"X"
"T05",1996,329,3,"X"
"T05",1996,329,4,"X"
"T05",1996,329,5,"X"
"T05",1996,329,6,"X"
"T05",1996,329,7,"X"
"T05",1996,329,8,"X"
"T05",1996,329,9,"X"
"T05",1996,329,10,"X"
"T05",1996,332,1,"X"
"T05",1996,332,2,"X"
"T05",1996,332,3,"X"
"T05",1996,332,4,"X"
"T05",1996,332,5,"X"
"T05",1996,332,6,"X"
"T05",1996,332,7,"X"
"T05",1996,332,8,"X"
"T05",1996,332,9,"X"
"T05",1996,332,10,"X"
"T05",1996,334,1,"X"
"T05",1996,334,2,"X"
"T05",1996,45,5,"X"
"T05",1996,45,6,"X"
"T05",1996,45,7,"X"
"T05",1996,45,8,"X"
"T05",1996,45,9,"X"
"T05",1996,45,10,"X"
"T05",1996,51,1,"X"
"T05",1996,51,2,"X"
"T05",1996,51,3,"X"
"T05",1996,51,4,"X"
"T05",1996,51,5,"X"
"T05",1996,51,6,"X"
"T05",1996,51,7,"X"
"T05",1996,51,8,"X"
"T05",1996,51,9,"X"
"T05",1996,51,10,"X"
"T05",1996,91,1,"X"
"T05",1996,91,2,"X"
"T05",1996,91,3,"X"
"T05",1996,91,4,"X"
"T05",1996,91,5,"X"
"T05",1996,91,6,"X"
"T05",1996,91,7,"X"
"T05",1996,91,8,"X"
"T05",1996,91,9,"X"
"T05",1996,91,10,"X"
"T05",1996,118,1,"X"
"T05",1996,118,2,"X"
"T05",1996,118,3,"X"
"T05",1996,118,4,"X"
"T05",1996,118,5,"X"
"T05",1996,118,6,"X"
"T05",1996,118,7,"X"
"T05",1996,118,8,"X"
"T05",1996,118,9,"X"
"T05",1996,118,10,"X"
"T05",1996,148,1,"X"
"T05",1996,148,2,"X"
"T05",1996,148,3,"X"
"T05",1996,148,4,"X"
"T05",1996,148,5,"X"
"T05",1996,148,6,"X"
"T05",1996,148,7,"X"
"T05",1996,148,8,"X"
"T05",1996,148,9,"X"
"T05",1996,148,10,"X"
"T05",1996,210,1,"X"
"T05",1996,210,2,"X"
"T05",1996,210,3,"X"
"T05",1996,210,4,"X"
"T05",1996,210,5,"X"
"T05",1996,210,6,"X"
"T05",1996,210,7,"X"
"T05",1996,210,8,"X"
"T05",1996,210,9,"X"
"T05",1996,210,10,"X"
"T05",1996,256,1,"X"
"T05",1996,256,2,"X"
"T05",1996,256,3,"X"
"T05",1996,256,4,"X"
"T05",1996,256,5,"X"
"T05",1996,256,6,"X"
"T05",1996,256,7,"X"
"T05",1996,256,8,"X"
"T05",1996,9,1,"X"
"T05",1996,9,2,"X"
"T05",1996,9,3,"X"
"T05",1996,9,4,"X"
"T05",1996,9,5,"X"
"T05",1996,9,6,"X"
"T05",1996,9,7,"X"
"T05",1996,9,8,"X"
"T05",1996,9,9,"X"
"T05",1996,9,10,"X"
"T05",1996,26,1,"X"
"T05",1996,26,2,"X"
"T05",1996,26,3,"X"
"T05",1996,26,4,"X"
"T05",1996,26,5,"X"
"T05",1996,26,6,"X"
"T05",1996,26,7,"X"
"T05",1996,26,8,"X"
"T05",1996,26,9,"X"
"T05",1996,26,10,"X"
"T05",1996,45,1,"X"
"T05",1996,45,2,"X"
"T05",1996,45,3,"X"
"T05",1996,45,4,"X"
"T04",1996,800,5,"X"
"T04",1996,800,6,"X"
"T04",1996,800,7,"X"
"T04",1996,800,8,"X"
"T04",1996,800,9,"X"
"T04",1996,800,10,"X"
"T04",1996,801,1,"X"
"T04",1996,801,2,"X"
"T04",1996,801,3,"X"
"T04",1996,801,4,"X"
"T04",1996,801,5,"X"
"T04",1996,801,6,"X"
"T04",1996,801,7,"X"
"T04",1996,801,8,"X"
"T04",1996,801,9,"X"
"T04",1996,801,10,"X"
"T04",1996,501,1,"X"
"T04",1996,501,2,"X"
"T04",1996,501,3,"X"
"T04",1996,501,4,"X"
"T04",1996,501,5,"X"
"T04",1996,501,6,"X"
"T04",1996,501,7,"X"
"T04",1996,501,8,"X"
"T04",1996,501,9,"X"
"T04",1996,501,10,"X"
"T04",1996,502,1,"X"
"T04",1996,502,2,"X"
"T04",1996,502,3,"X"
"T04",1996,502,4,"X"
"T04",1996,502,5,"X"
"T04",1996,502,6,"X"
"T04",1996,502,7,"X"
"T04",1996,502,8,"X"
"T04",1996,502,9,"X"
"T04",1996,502,10,"X"
"T04",1996,505,1,"X"
"T04",1996,505,2,"X"
"T04",1996,505,3,"X"
"T04",1996,505,4,"X"
"T04",1996,505,5,"X"
"T04",1996,505,6,"X"
"T04",1996,505,7,"X"
"T04",1996,505,8,"X"
"T04",1996,505,9,"X"
"T04",1996,505,10,"X"
"T04",1996,507,1,"X"
"T04",1996,507,2,"X"
"T04",1996,507,3,"X"
"T04",1996,507,4,"X"
"T04",1996,507,5,"X"
"T04",1996,507,6,"X"
"T04",1996,507,7,"X"
"T04",1996,507,8,"X"
"T04",1996,507,9,"X"
"T04",1996,507,10,"X"
"T04",1996,509,1,"X"
"T04",1996,509,2,"X"
"T04",1996,509,3,"X"
"T04",1996,509,4,"X"
"T04",1996,509,5,"X"
"T04",1996,509,6,"X"
"T04",1996,509,7,"X"
"T04",1996,509,8,"X"
"T04",1996,509,9,"X"
"T04",1996,509,10,"X"
"T04",1996,611,1,"X"
"T04",1996,611,2,"X"
"T04",1996,611,3,"X"
"T04",1996,611,4,"X"
"T04",1996,611,5,"X"
"T04",1996,611,6,"X"
"T04",1996,611,7,"X"
"T04",1996,611,8,"X"
"T04",1996,611,9,"X"
"T04",1996,611,10,"X"
"T04",1996,800,1,"X"
"T04",1996,800,2,"X"
"T04",1996,800,3,"X"
"T04",1996,800,4,"X"
"T04",1996,428,7,"X"
"T04",1996,428,8,"X"
"T04",1996,428,9,"X"
"T04",1996,428,10,"X"
"T04",1996,429,1,"X"
"T04",1996,429,2,"X"
"T04",1996,429,3,"X"
"T04",1996,429,4,"X"
"T04",1996,429,5,"X"
"T04",1996,429,6,"X"
"T04",1996,429,7,"X"
"T04",1996,429,8,"X"
"T04",1996,429,9,"X"
"T04",1996,429,10,"X"
"T04",1996,444,1,"X"
"T04",1996,444,2,"X"
"T04",1996,444,3,"X"
"T04",1996,444,4,"X"
"T04",1996,444,5,"X"
"T04",1996,444,6,"X"
"T04",1996,444,7,"X"
"T04",1996,444,8,"X"
"T04",1996,444,9,"X"
"T04",1996,444,10,"X"
"T04",1996,449,1,"X"
"T04",1996,449,2,"X"
"T04",1996,449,3,"X"
"T04",1996,449,4,"X"
"T04",1996,449,5,"X"
"T04",1996,449,6,"X"
"T04",1996,449,7,"X"
"T04",1996,449,8,"X"
"T04",1996,449,9,"X"
"T04",1996,449,10,"X"
"T04",1996,450,1,"X"
"T04",1996,450,2,"X"
"T04",1996,450,3,"X"
"T04",1996,450,4,"X"
"T04",1996,450,5,"X"
"T04",1996,450,6,"X"
"T04",1996,450,7,"X"
"T04",1996,450,8,"X"
"T04",1996,450,9,"X"
"T04",1996,450,10,"X"
"T04",1996,454,1,"X"
"T04",1996,454,2,"X"
"T04",1996,454,3,"X"
"T04",1996,454,4,"X"
"T04",1996,454,5,"X"
"T04",1996,454,6,"X"
"T04",1996,454,7,"X"
"T04",1996,454,8,"X"
"T04",1996,454,9,"X"
"T04",1996,454,10,"X"
"T04",1996,500,1,"X"
"T04",1996,500,2,"X"
"T04",1996,500,3,"X"
